rate,factor_tested,n_strata,pass_ratio,Ea_range_median,Ea_range_max,lnk_ref_range_median,lnk_ref_range_max,recommended_to_merge
r_CH3OH,H/C,15,0.06666666666666667,2.8622312472244715,9.82958369079909,0.08665167651438921,0.14935611452739384,False
r_CH3OH,GHSV,15,0.0,10.719875699629304,16.454782537887617,0.9384363397673674,0.9985854273652057,False
r_CH3OH,p,9,0.0,19.37740022753269,28.34905961367326,0.7340308776603521,0.8022610945842334,False
