rate,factor_tested,n_strata,pass_ratio,Ea_range_median,Ea_range_max,lnk_ref_range_median,lnk_ref_range_max,recommended_to_merge
r_CO,H/C,15,0.0,6.121620398257804,9.84005787045766,0.33140409841597673,0.40445587756659407,False
r_CO,GHSV,15,0.0,10.680978874409934,20.600062589442018,1.237898881474563,1.3692491802994775,False
r_CO,p,9,0.0,19.54073541141497,29.976704208132542,0.38854137613697937,0.5857679063348886,False
