cluster_id,n_groups,Ea_mean,Ea_std,lnA_mean,lnA_std,R2_mean,RMSE_mean
1,9,11.824745930501601,1.7588346939111557,-2.769283212756611,0.4238793477877405,0.6240948506931425,0.05945710247097439
2,4,19.129890669593756,0.5927456813950378,-0.6083172114764701,0.18241592071115348,0.7879964586184125,0.06393990048439331
3,11,16.634452977377997,0.9964115751155368,-1.3877998547931192,0.2700629822454668,0.7621666329410629,0.06009683588688564
4,3,-12.747430297352983,1.64898002004293,-9.536590241339924,0.3982786117244547,0.5369109485337792,0.07611699533137119
5,6,-1.562897444674795,1.4847751241774285,-6.442231954601385,0.3841247174337109,0.03650816093693021,0.07018785516368013
6,5,3.0939744600281647,1.1075465083075917,-5.122603152302965,0.1959722963754958,0.08843673074518901,0.06400732550109252
7,7,7.443290097602259,0.882110681046026,-4.112972718168353,0.24987105894068254,0.32883362564461194,0.06975076871819966
