cluster_id,n_groups,Ea_mean,Ea_std,lnA_mean,lnA_std,R2_mean,RMSE_mean
1,4,48.17454609274514,3.0902750101917613,5.544062623331287,0.7708442940826938,0.9516571794414437,0.07005642044090744
2,2,41.5738077130061,0.7069632123585575,3.835238347877442,0.04468766806712515,0.9511734427312201,0.06062007784233586
3,5,36.68671165888654,1.8874877301243793,2.65445360431113,0.47528057689810654,0.9494108812133458,0.0538544668641621
4,6,26.938335649973634,1.6468665378476177,-0.4598196502470686,0.1545385685083312,0.9445379858608937,0.03758028526990606
5,13,30.120732130697927,1.8481961090223487,0.7726798539312493,0.3870093093572468,0.9374589755193975,0.042884007944434505
6,7,15.735469191807057,2.305538864444392,-3.339500684359563,0.4580116351392797,0.8211126731809996,0.04783113379829533
7,8,20.540832085343574,2.180229102692535,-1.6593448863669753,0.5175055963384694,0.9393544175835672,0.03250641655348789
