cluster_id,n_groups,Ea_mean,lnA_mean,R2_mean,RMSE_mean,conditions
1,4,48.17454609274514,5.544062623331287,0.9516571794414438,0.07005642044090744,"(p=3, H/C=2, GHSV=12000); (p=3, H/C=3, GHSV=12000); (p=3, H/C=4, GHSV=12000); (p=4, H/C=2, GHSV=12000)"
2,2,41.5738077130061,3.835238347877442,0.9511734427312201,0.06062007784233586,"(p=3, H/C=2, GHSV=8000); (p=4, H/C=3, GHSV=12000)"
3,5,36.68671165888654,2.65445360431113,0.9494108812133458,0.0538544668641621,"(p=3, H/C=3, GHSV=8000); (p=4, H/C=2, GHSV=8000); (p=4, H/C=4, GHSV=12000); (p=5, H/C=2, GHSV=12000); (p=5, H/C=3, GHSV=12000)"
4,6,26.938335649973627,-0.4598196502470686,0.9445379858608937,0.03758028526990606,"(p=4, H/C=3, GHSV=4000); (p=4, H/C=4, GHSV=4000); (p=5, H/C=2, GHSV=4000); (p=5, H/C=3, GHSV=8000); (p=5, H/C=4, GHSV=4000); (p=6, H/C=2, GHSV=8000)"
5,13,30.120732130697927,0.7726798539312492,0.9374589755193975,0.042884007944434505,"(p=3, H/C=2, GHSV=4000); (p=3, H/C=3, GHSV=4000); (p=3, H/C=4, GHSV=4000); (p=3, H/C=4, GHSV=8000); (p=4, H/C=2, GHSV=4000); (p=4, H/C=3, GHSV=8000); (p=4, H/C=4, GHSV=8000); (p=5, H/C=2, GHSV=8000); (p=5, H/C=4, GHSV=12000); (p=6, H/C=2, GHSV=12000); (p=6, H/C=3, GHSV=12000); (p=6, H/C=4, GHSV=12000); (p=7, H/C=2, GHSV=12000)"
6,7,15.735469191807057,-3.339500684359563,0.8211126731809998,0.04783113379829533,"(p=6, H/C=2, GHSV=4000); (p=6, H/C=3, GHSV=4000); (p=6, H/C=4, GHSV=4000); (p=7, H/C=3, GHSV=4000); (p=7, H/C=3, GHSV=8000); (p=7, H/C=4, GHSV=4000); (p=7, H/C=4, GHSV=8000)"
7,8,20.540832085343574,-1.6593448863669753,0.9393544175835672,0.03250641655348789,"(p=5, H/C=3, GHSV=4000); (p=5, H/C=4, GHSV=8000); (p=6, H/C=3, GHSV=8000); (p=6, H/C=4, GHSV=8000); (p=7, H/C=2, GHSV=4000); (p=7, H/C=2, GHSV=8000); (p=7, H/C=3, GHSV=12000); (p=7, H/C=4, GHSV=12000)"
