fit,Tave_K,ln_k1_ref,k1_ref_at_Tave,E1_J_per_mol,E1_kJ_per_mol,n1_CO2,n1_H2,ln_k2_ref,k2_ref_at_Tave,E2_J_per_mol,E2_kJ_per_mol,n2_CO2,n2_H2
global,505.3913793103449,-6.886109613471894,0.0010218816324059333,10352.40207346858,10.35240207346858,-0.32029981910554783,1.0213339942008308,-6.558996025215235,0.0014173079377188473,46941.00548882905,46.94100548882905,-0.23583876304787627,0.26350729130592176
