fit,model,HC,p,GHSV,T,XCO2,fCO2,fH2,fCH3OH,fH2O,fCO,KfA,KfB,KfC,rCH3OH,rCO,rCO2,Tave_used,rCH3OH_pred,rCO_pred,rCH3OH_residual,rCO_residual,rCH3OH_relative_error_%,rCO_relative_error_%,beta_CH3OH,beta_RWGS,drive_CH3OH_raw,drive_RWGS_raw,drive_CH3OH_used,drive_RWGS_used,r1_forward,r1_reverse,r2_forward,r2_reverse
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,4.0,12000.0,493.15,0.121,0.952997856585947,2.71189037429457,0.0836044683003452,0.0912560628737352,0.0746417874784487,0.00452933106085853,0.00678574513977512,0.678980987327082,0.00373947619047619,0.00202242857142857,0.00576190476190476,504.0195652173912,0.003829388159840518,0.0022728643149233477,8.991196936432777e-05,0.0002504357434947777,2.404400102702038,12.382921554449707,0.08862348800153558,0.38840262920484736,0.9113765119984645,0.6115973707951526,0.9113765119984645,0.6115973707951526,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,4.0,12000.0,503.15,0.151,0.954960370052755,2.64631962322273,0.0963000319344892,0.112052517179943,0.108313406500685,0.00343810236616845,0.00823025552201525,0.424891307866832,0.00424238095238095,0.00294809523809524,0.00719047619047619,504.0195652173912,0.004551894401804756,0.002488900698238774,0.0003095134494238063,-0.00045919453985646596,7.295748611404126,-15.575973731199772,0.1773442059708862,0.5835295675065827,0.8226557940291138,0.4164704324934173,0.8226557940291138,0.4164704324934173,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,4.0,12000.0,513.15,0.173,0.958023800720462,2.59734096944018,0.104898649727723,0.12797888612989,0.13417677501934,0.00263416709606216,0.00990326681963732,0.270512743020095,0.00456390476190476,0.00367419047619048,0.00823809523809524,504.0195652173912,0.005026764073810766,0.002857796450528786,0.0004628593119060057,-0.0008163940256616944,10.141739060147037,-22.219697943046167,0.3035999577263515,0.6968381681142042,0.6964000422736485,0.3031618318857958,0.6964000422736485,0.3031618318857958,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,4.0,12000.0,523.15,0.186,0.963453908363777,2.56902877457006,0.107486342295639,0.139119393738813,0.152934105142833,0.00203610206255958,0.0118274654229372,0.175057432510542,0.00463228571428571,0.00422485714285714,0.00885714285714286,504.0195652173912,0.0051403063257408526,0.00398921439159504,0.0005080206114551422,-0.00023564275126209972,10.966953309646577,-5.577531814548926,0.4495764649749441,0.726775743544569,0.5504235350250559,0.273224256455431,0.5504235350250559,0.273224256455431,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,4.0,12000.0,533.15,0.192,0.969923964964802,2.5601721407724,0.102906828888807,0.146384164214304,0.168994517172874,0.00158706283630095,0.0140260966989877,0.115048010476012,0.00440685714285714,0.00472685714285714,0.00914285714285715,504.0195652173912,0.004997540312345665,0.006436529833916774,0.0005906831694885246,0.0017096726910596338,13.403728560748426,36.16933280167264,0.5831751083224048,0.7102692712995725,0.4168248916775952,0.2897307287004275,0.4168248916775952,0.2897307287004275,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,5.0,12000.0,493.15,0.135,1.11088216159185,3.44049122584055,0.113211914038029,0.105341189550909,0.102786058996187,0.00452933106085853,0.00678574513977512,0.678980987327082,0.00433928571428572,0.00208928571428571,0.00642857142857143,504.0195652173912,0.004212884324541253,0.0021618144966657877,-0.00012640138974446668,7.252878238007748e-05,-2.9129538377325614,3.4714630882772193,0.05820052855711631,0.4174903495950099,0.9417994714428837,0.58250965040499,0.9417994714428837,0.58250965040499,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,5.0,12000.0,503.15,0.167,1.12086099156922,3.34388195433218,0.133036353974772,0.126924945059991,0.144064488553691,0.00343810236616845,0.00823025552201525,0.424891307866832,0.00501,0.00294238095238095,0.00795238095238095,504.0195652173912,0.00519368885299604,0.002439626647919723,0.00018368885299604055,-0.0005027543044612269,3.6664441715776563,-17.08664896210677,0.11719091552333029,0.5927723182814348,0.8828090844766697,0.40722768171856516,0.8828090844766697,0.40722768171856516,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,5.0,12000.0,513.15,0.19,1.13236508921637,3.26903250640515,0.149275923395156,0.143557594215306,0.170980646483672,0.00263416709606216,0.00990326681963732,0.270512743020095,0.00553714285714286,0.00351047619047619,0.00904761904761905,504.0195652173912,0.006088734845588371,0.003134615350055872,0.0005515919884455109,-0.00037586084042031797,9.961671617952977,-10.706833489998207,0.20564986486739842,0.6695591287163574,0.7943501351326016,0.33044087128364263,0.7943501351326016,0.33044087128364263,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,6.0,12000.0,493.15,0.149,1.24488110506353,4.18702269207353,0.145699419066094,0.113460816545592,0.131921251461408,0.00452933106085853,0.00678574513977512,0.678980987327082,0.00500214285714286,0.00209309523809524,0.0070952380952381,504.0195652173912,0.004523607843478084,0.002127501752592796,-0.0004785350136647763,3.4406514497556384e-05,-9.566600301737632,1.6438102706146822,0.0399416351498519,0.42318467614038036,0.9600583648501481,0.5768153238596196,0.9600583648501481,0.5768153238596196,,,,
GHSV_12000_powerlaw_1_minus_beta,powerlaw_1_minus_beta,2.0,6.0,12000.0,503.15,0.187,1.26266713236729,4.03556338449419,0.177895596484611,0.135093368881744,0.183024141461875,0.00343810236616845,0.00823025552201525,0.424891307866832,0.00599290476190476,0.00291185714285714,0.00890476190476191,504.0195652173912,0.005661044688456152,0.0024542034525156247,-0.0003318600734486081,-0.00045765369034151543,-5.537549596285109,-15.716900517051519,0.08423237228176554,0.5895709044552973,0.9157676277182345,0.41042909554470275,0.9157676277182345,0.41042909554470275,,,,
